location,district,rooms,size,level,max_levels,price,lat,lng
"город Ташкент, Олмазорский район, ц-17, ц-18 Себзар (ц-17, ц-18) ",Олмазорский,3,70,1,5,62000,41.3333453,69.2475235
"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,3,70,4,5,36999,41.3141622,69.2368973
"город Ташкент, Яккасарайский район, 1-й проезд Абдуллы Каххара",Яккасарайский,3,150,3,6,170000,41.2843902,69.2585422
"город Ташкент, Сергелийский район, 6А",Сергелийский,2,56.1,7,7,37000,41.2304214,69.2117625
"город Ташкент, Юнусабадский район, Юнусабад 16-й квартал",Юнусабадский,4,83,3,5,54000,41.3825869,69.3019081
"город Ташкент, Учтепинский район, Зангиота",Учтепинский,2,49,4,4,23000,41.2978921,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,2,46,2,4,38500,41.2894422,69.2058023
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,2,46,4,4,36200,41.2894422,69.2058023
"город Ташкент, Чиланзарский район, Чиланзар квартал Г9",Чиланзарский,3,68,4,4,45000,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,3,65,1,5,45000,41.2901628,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,4,76,4,4,43000,41.2901628,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,1,42,2,5,26000,41.2901628,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,2,55,1,4,67000,41.2901628,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,4,76,5,5,45500,41.2901628,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,2,49,2,6,47000,41.2829494,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,4,80,2,4,70000,41.2829494,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,5,142,5,5,120000,41.2829494,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,3,60,3,4,44000,41.2948119,69.2087824
"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,72,4,5,47000,41.322142,69.303611
"город Ташкент, Мирабадский район, 7-й проезд Мироншаха",Мирабадский,4,115,6,9,84000,41.2846588,69.2743143
"город Ташкент, Яшнободский район, 1-й переулок Бойкургон",Яшнободский,4,100,2,3,77000,41.3701094,69.2660649
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,63,5,5,35000,41.3375577,69.3726789
"город Ташкент, Мирзо-Улугбекский район, Сайрам",Мирзо-Улугбекский,3,66,3,5,56000,41.3317732,69.324458
"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,70,5,5,46500,41.322142,69.303611
"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,3,62,5,5,35000,41.3215876,69.3230626
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,50,1,4,34000,41.271386,69.1961168
"город Ташкент, Юнусабадский район, Минор",Юнусабадский,3,78,4,4,56000,41.3298867,69.2803036
"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,2,62,2,9,63000,41.295316,69.275364
"город Ташкент, Мирабадский район, Нукус",Мирабадский,8,350,2,12,260000,41.2910722,69.2769129
"город Ташкент, Яшнободский район, 2-й проезд Авиасозлар",Яшнободский,3,63,4,4,40000,41.2896055,69.3434849
"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,4,91,1,5,75000,41.3326551,69.3689542
"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,3,81,6,9,54900,41.3141622,69.2368973
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,4,86,3,4,42000,41.3550649,69.3585936
"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,2,54,3,5,54500,41.322142,69.303611
"город Ташкент, Мирабадский район, 7-й проезд Мироншаха",Мирабадский,3,90,3,5,105000,41.2846588,69.2743143
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,2,40,2,5,37000,41.314662,69.293391
"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,1,45,5,5,24000,41.3804352,69.2840285
"город Ташкент, Олмазорский район, Малая кольцевая дорога",Олмазорский,3,89.55,7,9,40000,41.2901478,69.2827199
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,4,92,3,5,67000,41.3375577,69.3726789
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,4,95,1,4,77000,41.3550649,69.3585936
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,4,102,4,9,65000,41.3292204,69.3473509
"город Ташкент, Олмазорский район, Каракамыш-2/3",Олмазорский,2,65,5,9,31300,41.3597078,69.2094809
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,2,62,5,5,33500,41.314662,69.293391
"город Ташкент, Олмазорский район, Каракамыш-2/4",Олмазорский,2,56,3,5,38500,41.3668928,69.2087824
"город Ташкент, Мирзо-Улугбекский район, 2-й Паркентский проезд",Мирзо-Улугбекский,2,59,2,8,41500,41.3169199,69.3279791
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,3,96,6,9,64500,41.2710841,69.1849411
"город Ташкент, Яшнободский район, 2-й проезд Иззат",Яшнободский,1,37,4,8,13075,41.2785565,69.3415733
"город Ташкент, Яккасарайский район, Мухандислар",Яккасарайский,2,70,8,9,48000,41.2773019,69.2473656
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,2,78,4,8,77000,41.296644,69.275878
"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Яккасарайский,4,145,7,8,115000,41.2986859,69.2595082
